Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
31298072,857885,0,0.23,5.16,58957747801.03,0,-2.18,0,0,3194,
31298472,857876,0,0.23,5.16,58957136366.34,0,-2.18,0,0,3194,
31298872,857867,0,0.23,5.16,58956524899.46,0,-2.18,0,0,3194,
31299272,857858,0,0.23,5.16,58955913400.3,0,-2.18,0,0,3194,
31299672,857849,0,0.23,5.16,58955301868.94,0,-2.18,0,0,3194,
31300072,857840,0,0.23,5.16,58954690305.32,0,-2.18,0,0,3195,
31300472,857831,0,0.23,5.16,58954078709.51,0,-2.18,0,0,3195,
31300872,857822,0,0.23,5.16,58953467081.4,0,-2.18,0,0,3195,
31301272,857813,0,0.23,5.16,58952855421.07,0,-2.18,0,0,3195,
31301672,857804,0,0.23,5.16,58952243728.55,0,-2.18,0,0,3195,
31302072,857795,0,0.23,5.16,58951632003.74,0,-2.18,0,0,3195,
31302472,857786,0,0.23,5.16,58951020246.71,0,-2.18,0,0,3195,
31302872,857777,0,0.23,5.16,58950408457.47,0,-2.18,0,0,3195,
31303272,857768,0,0.23,5.16,58949796635.96,0,-2.18,0,0,3195,
31303672,857759,0,0.23,5.16,58949184782.21,0,-2.18,0,0,3195,
31304072,857750,0,0.23,5.16,58948572896.22,0,-2.18,0,0,3195,
31304472,857742,0,0.23,5.16,58947960978.04,0,-2.18,0,0,3195,
31304872,857733,0,0.23,5.16,58947349027.57,0,-2.18,0,0,3195,
31305272,857724,0,0.23,5.16,58946737044.86,0,-2.18,0,0,3195,
31305672,857715,0,0.23,5.16,58946125029.93,0,-2.18,0,0,3195,
31306072,857706,0,0.23,5.16,58945512982.74,0,-2.18,0,0,3195,
31306472,857697,0,0.23,5.16,58944900903.31,0,-2.18,0,0,3196,
31306872,857688,0,0.23,5.16,58944288791.64,0,-2.18,0,0,3196,
31307272,857679,0,0.23,5.16,58943676647.73,0,-2.18,0,0,3196,
31307672,857670,0,0.23,5.16,58943064471.58,0,-2.19,0,0,3196,
31308072,857661,0,0.23,5.16,58942452263.19,0,-2.19,0,0,3196,
31308472,857652,0,0.23,5.16,58941840022.56,0,-2.19,0,0,3196,
31308872,857643,0,0.23,5.16,58941227749.69,0,-2.19,0,0,3196,
31309272,857634,0,0.23,5.16,58940615444.56,0,-2.19,0,0,3196,
31309672,857625,0,0.23,5.16,58940003107.15,0,-2.19,0,0,3196,
31310072,857616,0,0.23,5.16,58939390737.54,0,-2.19,0,0,3196,
31310472,857607,0,0.23,5.16,58938778335.69,0,-2.19,0,0,3196,
31310872,857598,0,0.23,5.16,58938165901.59,0,-2.19,0,0,3196,
31311272,857589,0,0.23,5.16,58937553435.2,0,-2.19,0,0,3196,
31311672,857580,0,0.23,5.16,58936940936.61,0,-2.19,0,0,3196,
31312072,857571,0,0.23,5.16,58936328405.73,0,-2.19,0,0,3196,
31312472,857562,0,0.23,5.16,58935715842.65,0,-2.19,0,0,3196,
31312872,857553,0,0.23,5.16,58935103247.28,0,-2.19,0,0,3197,
31313272,857544,0,0.23,5.16,58934490619.69,0,-2.19,0,0,3197,
31313672,857536,0,0.23,5.16,58933877959.82,0,-2.19,0,0,3197,
31314072,857526,0,0.23,5.16,58933265267.7,0,-2.19,0,0,3197,
31314472,857518,0,0.23,5.16,58932652543.39,0,-2.19,0,0,3197,
31314872,857509,0,0.23,5.16,58932039786.77,0,-2.19,0,0,3197,
31315272,857500,0,0.23,5.16,58931426997.9,0,-2.19,0,0,3197,
31315672,857491,0,0.23,5.16,58930814176.79,0,-2.19,0,0,3197,
31316072,857482,0,0.23,5.16,58930201323.46,0,-2.19,0,0,3197,
31316472,857473,0,0.23,5.16,58929588437.85,0,-2.19,0,0,3197,
31316872,857464,0,0.23,5.16,58928975519.98,0,-2.19,0,0,3197,
31317272,857455,0,0.23,5.16,58928362569.86,0,-2.19,0,0,3197,
31317672,857446,0,0.23,5.16,58927749587.49,0,-2.19,0,0,3197,
31318072,857437,0,0.23,5.16,58927136572.81,0,-2.19,0,0,3197,
31318472,857428,0,0.23,5.16,58926523525.94,0,-2.19,0,0,3197,
31318872,857419,0,0.23,5.16,58925910446.81,0,-2.19,0,0,3198,
31319272,857410,0,0.23,5.16,58925297335.42,0,-2.19,0,0,3198,
31319672,857401,0,0.23,5.16,58924684191.75,0,-2.19,0,0,3198,
31320072,857392,0,0.23,5.16,58924071015.84,0,-2.19,0,0,3198,
31320472,857383,0,0.23,5.16,58923457807.66,0,-2.19,0,0,3198,
31320872,857374,0,0.23,5.16,58922844567.25,0,-2.19,0,0,3198,
31321272,857365,0,0.23,5.16,58922231294.55,0,-2.19,0,0,3198,
