Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
31337146,857009,0,0.23,5.16,58897865521.73,0,-2.19,0,0,3200,
31337546,857000,0,0.23,5.16,58897250936.14,0,-2.19,0,0,3201,
31337946,856991,0,0.23,5.16,58896636318.23,0,-2.19,0,0,3201,
31338346,856982,0,0.23,5.16,58896021668.09,0,-2.19,0,0,3201,
31338746,856973,0,0.23,5.16,58895406985.67,0,-2.19,0,0,3201,
31339146,856964,0,0.23,5.16,58894792270.94,0,-2.19,0,0,3201,
31339546,856955,0,0.23,5.16,58894177523.97,0,-2.19,0,0,3201,
31339946,856946,0,0.23,5.16,58893562744.68,0,-2.19,0,0,3201,
31340346,856937,0,0.23,5.16,58892947933.12,0,-2.19,0,0,3201,
31340746,856928,0,0.23,5.16,58892333089.29,0,-2.19,0,0,3201,
31341146,856919,0,0.23,5.16,58891718213.18,0,-2.19,0,0,3201,
31341546,856910,0,0.23,5.16,58891103304.79,0,-2.19,0,0,3201,
31341946,856901,0,0.23,5.16,58890488364.12,0,-2.19,0,0,3201,
31342346,856892,0,0.23,5.16,58889873391.17,0,-2.19,0,0,3201,
31342746,856883,0,0.23,5.16,58889258385.91,0,-2.19,0,0,3201,
31343146,856874,0,0.23,5.16,58888643348.4,0,-2.19,0,0,3201,
31343546,856865,0,0.23,5.16,58888028278.58,0,-2.19,0,0,3201,
31343946,856856,0,0.23,5.16,58887413176.53,0,-2.19,0,0,3202,
31344346,856847,0,0.23,5.16,58886798042.14,0,-2.19,0,0,3202,
31344746,856838,0,0.23,5.16,58886182875.47,0,-2.19,0,0,3202,
31345146,856829,0,0.23,5.16,58885567676.53,0,-2.19,0,0,3202,
31345546,856820,0,0.23,5.16,58884952445.3,0,-2.19,0,0,3202,
